id,title,award_date,level,recipient,description,image_url,status,author,created_at,updated_at
5d8b392e-e499-4212-b702-85d888de2cd3,รางวัลชนะเลิศ กิจกรรมถอดบทเรียน Best Practice (ผู้บริหาร),2026-06-22,ระดับกลุ่มคุณภาพฯ,นางศิวาลัย แก้วเขียว,,https://raw.githubusercontent.com/boasnirut/np/main/public/uploads/awards/5d8b392e-e499-4212-b702-85d888de2cd3-1782913329536.jpg,published,boasnirut,2026-07-01T13:42:09.536Z,2026-07-01T13:42:09.536Z
63b761b2-f699-404d-a64f-37f8e89029f3,รางวัลชนะเลิศ กิจกรรมภาพถ่ายต่อต้านทุจริต (โรงเรียนขยายโอกาส),2026-06-22,ระดับกลุ่มคุณภาพฯ,นักเรียนและครูผู้รับผิดชอบ,,https://raw.githubusercontent.com/boasnirut/np/main/public/uploads/awards/63b761b2-f699-404d-a64f-37f8e89029f3-1782913787818.jpg,published,boasnirut,2026-07-01T13:49:47.818Z,2026-07-01T13:50:58.955Z
